"workstream_hash","workstream_title","workstream_description","workstream_status","workstream_priority","workstream_complexity","estimated_completion_time","workstream_has_dependencies","output_result","workstream_created_at","workstream_updated_at","drop_id","drop_hash","drop_title","owner_id","drop_priority","drop_complexity","estimated_time","completion_time","details","objectives","tasks","drop_has_dependencies","drop_status","drop_created_at","due_date","last_updated","comments","assignment_date","completion_date","failed_drops","tags","origin_job_id","aggregated_notes","aggregated_test_outcomes","last_aggregated_at","dependencies"
"74358c9fcd40339a18bd2b9ec81d1a43",Database Consolidation and Migration,"Consolidate existing service databases into the three-target databases: smartstream_core, smartstream_ai, and smartstream_files with schema-per-domain organization. Provide alembic migrations, export/import scripts, row-count validation, rollback scripts, and a 30-day retention strategy for source databases to guarantee zero data loss. After migration, models use schema-qualified table args and the environment uses single connection strings per target database.",Active,High,"9",6,false,"",2026-03-19 15:20:01.652,2026-03-19 15:20:01.652,8965,"70f0a8a5032dbf5ed41ce5af37a32231",Binary Files BLOB Migration Verified in smartstream_files,,High,"7",6,0,"Verify binary BLOBs migrated into smartstream_files are readable and intact by selecting a sample set of files, exporting them to disk, and comparing sha256 checksums to the snapshot manifest values. Deliver a short verification report and the command outputs.",Prove that binary file content was migrated without corruption and is retrievable from smartstream_files.,"[""Query smartstream_files.file_metadata to select 10 sample file_ids with file_paths"", ""For each file_id run the extraction function (or use pg_dump of large objects) to write the BLOB to /tmp/verify_files/<file_id>"", ""Compute sha256sum for each exported file and compare to /backups/source_<files_db>_file_checksums.json"", ""Mark each sample as PASS/FAIL in /backups/blob_verification_report.json"", ""If any sample fails, capture pg_largeobject oid and error logs for follow-up""]",true,Not Started,2026-03-19 15:29:01.622,,2026-03-19 15:29:01.622,"",,,,"BLOB, migration, smartstream_files, checksum, pg_largeobject, verification",,,,,"8959: smartstream_files Data Import Script and Run, 8953: Source Databases Full Export Snapshots Created"
"74358c9fcd40339a18bd2b9ec81d1a43",Database Consolidation and Migration,"Consolidate existing service databases into the three-target databases: smartstream_core, smartstream_ai, and smartstream_files with schema-per-domain organization. Provide alembic migrations, export/import scripts, row-count validation, rollback scripts, and a 30-day retention strategy for source databases to guarantee zero data loss. After migration, models use schema-qualified table args and the environment uses single connection strings per target database.",Active,High,"9",6,false,"",2026-03-19 15:20:01.652,2026-03-19 15:20:01.652,8966,"874a842d52cea7ce4948fe0154cf2354","Cross-Schema Foreign Key, Index, and Sequence Integrity Verified",,High,"8",6,0,"Run integrity checks across schemas in each target DB to verify foreign key references, indexes, and sequences are present and consistent; perform a targeted fix (CREATE INDEX / CREATE SEQUENCE / ALTER TABLE ADD CONSTRAINT) for any missing items discovered and verify via queries.","Ensure cross-schema FK relationships, indexes and sequence values are intact after migration to prevent application failures.","[""Inventory FK constraints and indexes by running queries against information_schema and pg_catalog in SMARTSTREAM_CORE_CONN and SMARTSTREAM_AI_CONN"", ""Run a referential-integrity check: LEFT JOIN lookups to detect orphaned FK rows for 5 representative FK relationships"", ""Check sequences by comparing nextval() with max(id) for tables that require sequences and note any negative deltas"", ""If missing index/sequence/constraint found, apply corrective DDL (CREATE INDEX/CREATE SEQUENCE/ALTER TABLE ADD CONSTRAINT) in target staging and re-run integrity checks"", ""Save integrity report to /backups/integrity_report_<timestamp>.json""]",true,Not Started,2026-03-19 15:29:01.646,,2026-03-19 15:29:01.646,"",,,,"integrity, foreign-keys, indexes, sequences, smartstream_core, smartstream_ai",,,,,"8955: Alembic Migration Scripts Added for smartstream_ai, 8954: Alembic Migration Scripts Added for smartstream_core, 8956: Alembic Migration Scripts Added for smartstream_files, 8958: smartstream_ai Data Import Script and Run, 8957: smartstream_core Data Import Script and Run, 8959: smartstream_files Data Import Script and Run, 8953: Source Databases Full Export Snapshots Created"
"74358c9fcd40339a18bd2b9ec81d1a43",Database Consolidation and Migration,"Consolidate existing service databases into the three-target databases: smartstream_core, smartstream_ai, and smartstream_files with schema-per-domain organization. Provide alembic migrations, export/import scripts, row-count validation, rollback scripts, and a 30-day retention strategy for source databases to guarantee zero data loss. After migration, models use schema-qualified table args and the environment uses single connection strings per target database.",Active,High,"9",6,false,"",2026-03-19 15:20:01.652,2026-03-19 15:20:01.652,8967,"5936abc22823626fe701c8af13122b50",ORM Models Updated to Schema-Qualified Table Args,,Medium-High,"6",6,0,"Update ORM (SQLAlchemy) model classes to include schema-qualified table args (e.g., __table_args__ = {'schema': 'domain_schema'}) for a representative subset of models and run the model unit tests to confirm metadata reflects schema-qualified table names.",Begin converting application models to use schema-qualified table args so the runtime binds models to the schema-per-domain organization in the target databases.,"[""Edit 5 representative SQLAlchemy models to add __table_args__ = {'schema': '<domain_schema>'}"", ""Run unit tests that exercise metadata.table and naming to ensure tables resolve to <domain_schema>.<table>"", ""Run a small script that imports models and prints model.__table__.schema for the modified models to confirm changes"", ""Commit model changes and push for code review""]",true,Not Started,2026-03-19 15:29:01.661,,2026-03-19 15:29:01.661,"",,,,"ORM, SQLAlchemy, schema-qualified, models, metadata, dev",,,,,"8955: Alembic Migration Scripts Added for smartstream_ai, 8954: Alembic Migration Scripts Added for smartstream_core, 8956: Alembic Migration Scripts Added for smartstream_files"
"74358c9fcd40339a18bd2b9ec81d1a43",Database Consolidation and Migration,"Consolidate existing service databases into the three-target databases: smartstream_core, smartstream_ai, and smartstream_files with schema-per-domain organization. Provide alembic migrations, export/import scripts, row-count validation, rollback scripts, and a 30-day retention strategy for source databases to guarantee zero data loss. After migration, models use schema-qualified table args and the environment uses single connection strings per target database.",Active,High,"9",6,false,"",2026-03-19 15:20:01.652,2026-03-19 15:20:01.652,8968,da3ff71b5e6d62fd705406f28c475ab5,Application Environment Single Connection Strings Enabled,,Medium-High,"5",4,0,"Enable and verify that the application reads single connection strings for each target DB from environment variables SMARTSTREAM_CORE_CONN, SMARTSTREAM_AI_CONN and SMARTSTREAM_FILES_CONN; expose a /health/db-conns endpoint that returns masked connection strings to confirm the app uses the new variables.","Switch the runtime environment to use single, per-target connection strings so the application connects to the consolidated target databases.","[""Add SMARTSTREAM_CORE_CONN, SMARTSTREAM_AI_CONN, SMARTSTREAM_FILES_CONN to the app environment on the staging host"", ""Update application config loader to prefer these single connection strings (config change only) and restart the app"", ""Call GET /health/db-conns and confirm response contains masked values for SMARTSTREAM_*_CONN showing keys present"", ""Run a smoke test: call an API endpoint that triggers a simple DB query to confirm connections succeed""]",true,Not Started,2026-03-19 15:29:01.677,,2026-03-19 15:29:01.677,"",,,,"env, connection-strings, config, health-endpoint, smartstream_core, smartstream_ai, smartstream_files",,,,,"8958: smartstream_ai Data Import Script and Run, 8957: smartstream_core Data Import Script and Run, 8959: smartstream_files Data Import Script and Run"
"74358c9fcd40339a18bd2b9ec81d1a43",Database Consolidation and Migration,"Consolidate existing service databases into the three-target databases: smartstream_core, smartstream_ai, and smartstream_files with schema-per-domain organization. Provide alembic migrations, export/import scripts, row-count validation, rollback scripts, and a 30-day retention strategy for source databases to guarantee zero data loss. After migration, models use schema-qualified table args and the environment uses single connection strings per target database.",Active,High,"9",6,false,"",2026-03-19 15:20:01.652,2026-03-19 15:20:01.652,8969,fe1945dd4faa68c781ccdb1f9a8c5340,Rollback Scripts Verified for Each Target Database,,High,"7",6,0,Provide and execute rollback scripts for each target DB that reverse the import and schema changes performed today: alembic downgrade for migration revisions and import rollback scripts that truncate or drop imported schemas. Verify by running the rollback on a staging target and confirming that the imported row counts are removed.,"Ensure safe, tested rollback paths exist for each target database so we can revert the migration work without data loss in case of problems.","[""Create scripts: rollback_migrations_smartstream_core.sh (alembic downgrade), rollback_import_core.sh (truncate/drop schemas)"", ""Run rollback scripts against staging smartstream_core target and capture logs to /var/log/rollback_core.log"", ""After rollback, run SELECT count(*) on previously imported tables to confirm counts are zero or schemas absent"", ""Repeat for smartstream_ai and smartstream_files and consolidate results into /backups/rollback_verification.json""]",true,Not Started,2026-03-19 15:29:01.690,,2026-03-19 15:29:01.690,"",,,,"rollback, alembic, truncate, restore, smartstream_core, smartstream_ai, smartstream_files",,,,,"8955: Alembic Migration Scripts Added for smartstream_ai, 8954: Alembic Migration Scripts Added for smartstream_core, 8956: Alembic Migration Scripts Added for smartstream_files, 8958: smartstream_ai Data Import Script and Run, 8957: smartstream_core Data Import Script and Run, 8959: smartstream_files Data Import Script and Run"
"74358c9fcd40339a18bd2b9ec81d1a43",Database Consolidation and Migration,"Consolidate existing service databases into the three-target databases: smartstream_core, smartstream_ai, and smartstream_files with schema-per-domain organization. Provide alembic migrations, export/import scripts, row-count validation, rollback scripts, and a 30-day retention strategy for source databases to guarantee zero data loss. After migration, models use schema-qualified table args and the environment uses single connection strings per target database.",Active,High,"9",6,false,"",2026-03-19 15:20:01.652,2026-03-19 15:20:01.652,8970,"543db3662dcb665be15ba3a4fec84b9b","30-Day Retention and Restore Test for Source Databases",,Medium-High,"7",6,0,Implement a 30-day retention metadata entry for each snapshot created (tag the snapshot files and/or S3 objects with retention=30d) and perform one restore-from-retention test: restore a snapshot to a temporary DB instance and validate data parity for a small set of tables.,Establish a documented 30-day retention policy for source snapshots and demonstrate the ability to restore a snapshot from that retention store today.,"[""Annotate each /backups/source_<db>.* file with retention metadata (e.g., S3 object tag retention=30d or local metadata file /backups/retention_manifest.json)"", ""Pick one snapshot and restore it to a temporary DB (create temp DB, run psql/pg_restore from /backups/source_<db>.sql or .dump)"", ""Run sample queries to verify restored DB contains representative tables and compare 3 table row counts against /backups/source_<db>_rowcounts.json"", ""Document restore steps and save restore verification to /backups/restore_test_report.json""]",true,Not Started,2026-03-19 15:29:01.703,,2026-03-19 15:29:01.703,"",,,,"retention, backup, restore, 30-day, SLA, source-snapshots",,,,,"8953: Source Databases Full Export Snapshots Created"
"268b5df9d304322d31c22e45393c0010",Oracle Backend Integration,"Implement The Oracle as an integrated module inside Core API: KB tables and chunking, parent-child chunk storage with pgvector columns, connectors (OneDrive, Google Drive/Calendar, GitHub/Bitbucket/GitLab, Azure Blob), RAG retriever and responder, charter and repo analysis skills, and connector OAuth flows with encrypted token storage. Provide Oracle routers, chunking/embedding pipeline, and repo analysis outputs so other core flows can consume KB and agent outputs.",Active,High,"9",8,false,"",2026-03-19 15:20:01.682,2026-03-19 15:20:01.682,9060,f4dc91e4a7a9cd830cf8a7ca2f19f394,KB database schema with pgvector columns live,,High,"6",6,0,Create Core API KB schema including kb_documents and kb_chunks tables and enable the pgvector extension with an embedding vector column on kb_chunks; verify by inserting a sample document and querying pg_catalog/pgvector column existence. Customer-visible verification: run SELECT on new tables and INSERT/SELECT sample row returning the vector column and index existence.,Deliver a production-ready KB schema that stores documents and chunk embeddings using pgvector so downstream components can persist and query vectors.,"[""Enable pgvector extension in PostgreSQL (CREATE EXTENSION IF NOT EXISTS pgvector)"", ""Create tables: kb_documents (id, source, metadata, content_hash, created_at) and kb_chunks (id, document_id, chunk_text, chunk_index, embedding vector, parent_chunk_id, created_at)"", ""Create index on kb_chunks.embedding (ivfflat or approximate index) and an index on content_hash"", ""Insert a sample document and chunk row, then SELECT to verify embedding column and indexes exist""]",false,Not Started,2026-03-19 15:55:29.478,,2026-03-19 15:55:29.478,"",,,,"postgres, pgvector, db-schema, KB, storage",,,,,(none)
"268b5df9d304322d31c22e45393c0010",Oracle Backend Integration,"Implement The Oracle as an integrated module inside Core API: KB tables and chunking, parent-child chunk storage with pgvector columns, connectors (OneDrive, Google Drive/Calendar, GitHub/Bitbucket/GitLab, Azure Blob), RAG retriever and responder, charter and repo analysis skills, and connector OAuth flows with encrypted token storage. Provide Oracle routers, chunking/embedding pipeline, and repo analysis outputs so other core flows can consume KB and agent outputs.",Active,High,"9",8,false,"",2026-03-19 15:20:01.682,2026-03-19 15:20:01.682,9061,"0b043bdb24e57c5cf1f92d6c9ba6d902",Parent-child chunk storage API and relationships live,,High,"7",6,0,"Implement Core API endpoints to store chunks with parent-child relationships: POST /oracle/chunks to create chunk records (accepts document_id, chunk_text, parent_chunk_id) and GET /oracle/chunks/{id}/children to list direct children. Verify by creating a parent chunk and two child chunks and returning the children list.",Provide a callable API for storing and querying parent-child chunk relationships so other modules can persist hierarchical chunking structures today.,"[""Implement POST /oracle/chunks to validate payload and INSERT into kb_chunks (document_id, chunk_text, parent_chunk_id)"", ""Implement GET /oracle/chunks/{id}/children to SELECT children by parent_chunk_id and return metadata"", ""Add DB constraints/foreign keys between kb_chunks.document_id -> kb_documents.id and parent_chunk_id -> kb_chunks.id"", ""Run end-to-end verification: create parent chunk, create two child chunks referencing parent, call GET children and assert two items returned""]",true,Not Started,2026-03-19 15:55:29.495,,2026-03-19 15:55:29.495,"",,,,"API, KB, chunks, parent-child, relationships, postgres",,,,,"9060: KB database schema with pgvector columns live"
"268b5df9d304322d31c22e45393c0010",Oracle Backend Integration,"Implement The Oracle as an integrated module inside Core API: KB tables and chunking, parent-child chunk storage with pgvector columns, connectors (OneDrive, Google Drive/Calendar, GitHub/Bitbucket/GitLab, Azure Blob), RAG retriever and responder, charter and repo analysis skills, and connector OAuth flows with encrypted token storage. Provide Oracle routers, chunking/embedding pipeline, and repo analysis outputs so other core flows can consume KB and agent outputs.",Active,High,"9",8,false,"",2026-03-19 15:20:01.682,2026-03-19 15:20:01.682,9062,"80c62009c37711533897a6afb55e47ca",Document chunking pipeline endpoint live,,High,"6",6,0,Deliver a document chunking pipeline endpoint POST /oracle/chunking that accepts raw text or file metadata and returns an array of chunks with chunk_text and chunk_index; when invoked with store=true it will call POST /oracle/chunks to persist chunks and relationships. Verify by posting a 2-page text and receiving n chunks and stored chunk IDs.,Provide a single-day chunking service that tokenizes/segments documents into chunks and optionally persists them with parent-child links for downstream embedding and retrieval.,"[""Implement POST /oracle/chunking accepting {document_id?, text, file_name, store:boolean}"", ""Apply chunking rules (max tokens/window overlap) to produce chunk_text and chunk_index outputs"", ""If store=true, call POST /oracle/chunks for each chunk to persist and link to document_id; create parent chunks for multi-part docs"", ""Return JSON with chunks array and persisted chunk IDs when applicable; verify by sending sample document and asserting chunk count >0 and DB rows created""]",true,Not Started,2026-03-19 15:55:29.508,,2026-03-19 15:55:29.508,"",,,,"chunking, API, tokenization, KB, ingest",,,,,"9060: KB database schema with pgvector columns live, 9061: Parent-child chunk storage API and relationships live"
"268b5df9d304322d31c22e45393c0010",Oracle Backend Integration,"Implement The Oracle as an integrated module inside Core API: KB tables and chunking, parent-child chunk storage with pgvector columns, connectors (OneDrive, Google Drive/Calendar, GitHub/Bitbucket/GitLab, Azure Blob), RAG retriever and responder, charter and repo analysis skills, and connector OAuth flows with encrypted token storage. Provide Oracle routers, chunking/embedding pipeline, and repo analysis outputs so other core flows can consume KB and agent outputs.",Active,High,"9",8,false,"",2026-03-19 15:20:01.682,2026-03-19 15:20:01.682,9063,d96c08919d8cbcb3d1fb6a56126b30c4,Embedding generation pipeline and storage live,,High,"8",8,0,"Expose POST /oracle/embeddings that accepts chunk IDs or raw chunk payloads, calls the configured embedding model, and upserts resulting vectors into kb_chunks.embedding (pgvector column). Verify by sending a sample chunk, observing an embedding stored in kb_chunks.embedding for that chunk_id.",Enable generation and storage of embeddings for chunks so vector search and retriever components can operate on persisted vectors immediately.,"[""Implement POST /oracle/embeddings accepting {chunk_ids:[], chunks:[]}"", ""For provided chunk texts, call configured embedding endpoint/service and receive vector output"", ""Upsert embedding vector into kb_chunks.embedding for each chunk_id using pgvector-compatible format"", ""Return mapping of chunk_id to embedding status; verify by sending one chunk and SELECTing kb_chunks.embedding to ensure non-null vector""]",true,Not Started,2026-03-19 15:55:29.521,,2026-03-19 15:55:29.521,"",,,,"embeddings, API, pgvector, storage, LLM",,,,,"9060: KB database schema with pgvector columns live, 9061: Parent-child chunk storage API and relationships live"
"268b5df9d304322d31c22e45393c0010",Oracle Backend Integration,"Implement The Oracle as an integrated module inside Core API: KB tables and chunking, parent-child chunk storage with pgvector columns, connectors (OneDrive, Google Drive/Calendar, GitHub/Bitbucket/GitLab, Azure Blob), RAG retriever and responder, charter and repo analysis skills, and connector OAuth flows with encrypted token storage. Provide Oracle routers, chunking/embedding pipeline, and repo analysis outputs so other core flows can consume KB and agent outputs.",Active,High,"9",8,false,"",2026-03-19 15:20:01.682,2026-03-19 15:20:01.682,9064,"1de6282c0b6394b93c36fbae25a7065d",Vector search index and similarity retrieval live,,High,"8",8,0,Implement vector search and similarity retrieval: POST /oracle/search accepts a query_text or query_embedding and returns top-k kb_chunks with similarity scores using the pgvector index. Verify by querying a known inserted chunk and receiving it as top result with score included.,Provide a production-callable similarity search endpoint backed by the pgvector index so downstream retrievers can fetch vector candidates today.,"[""Implement POST /oracle/search that accepts {query_text?, query_embedding?, top_k:10}"", ""If query_text provided, call /oracle/embeddings to obtain query_embedding"", ""Run SQL nearest-neighbor search against kb_chunks.embedding using the configured index and return top_k results with similarity scores and chunk metadata"", ""Add pagination/top_k control and a test that queries for a sample chunk and validates it appears in top-1""]",true,Not Started,2026-03-19 15:55:29.536,,2026-03-19 15:55:29.536,"",,,,"vector-search, pgvector, similarity, retrieval, API",,,,,"9063: Embedding generation pipeline and storage live, 9060: KB database schema with pgvector columns live"
"268b5df9d304322d31c22e45393c0010",Oracle Backend Integration,"Implement The Oracle as an integrated module inside Core API: KB tables and chunking, parent-child chunk storage with pgvector columns, connectors (OneDrive, Google Drive/Calendar, GitHub/Bitbucket/GitLab, Azure Blob), RAG retriever and responder, charter and repo analysis skills, and connector OAuth flows with encrypted token storage. Provide Oracle routers, chunking/embedding pipeline, and repo analysis outputs so other core flows can consume KB and agent outputs.",Active,High,"9",8,false,"",2026-03-19 15:20:01.682,2026-03-19 15:20:01.682,9065,"6ad93aa0d0e7b480820a603126a9bcf9",OneDrive OAuth flow with encrypted token storage,,High,"7",6,0,Implement OneDrive OAuth endpoints GET /connect/onedrive (redirect) and GET /connect/onedrive/callback to exchange code for tokens and store them encrypted in the token store table; verify by completing the OAuth flow and performing a Graph API /me call using stored encrypted token (decrypted at use).,Enable secure OAuth connectivity for OneDrive with encrypted token storage so connectors can access user OneDrive content immediately after authorization.,"[""Add routes: /connect/onedrive and /connect/onedrive/callback to perform OAuth2 authorization_code flow"", ""Exchange authorization code for access/refresh tokens with Microsoft Graph token endpoint"", ""Encrypt received tokens using the Core API key store and INSERT into tokens table with provider='onedrive' and user_id metadata"", ""Verify by calling Microsoft Graph /me using decrypted token in a server-side test and storing a successful response record""]",true,Not Started,2026-03-19 15:55:29.557,,2026-03-19 15:55:29.557,"",,,,"onedrive, oauth, encrypted-tokens, connectors, graph-api",,,,,(none)
"268b5df9d304322d31c22e45393c0010",Oracle Backend Integration,"Implement The Oracle as an integrated module inside Core API: KB tables and chunking, parent-child chunk storage with pgvector columns, connectors (OneDrive, Google Drive/Calendar, GitHub/Bitbucket/GitLab, Azure Blob), RAG retriever and responder, charter and repo analysis skills, and connector OAuth flows with encrypted token storage. Provide Oracle routers, chunking/embedding pipeline, and repo analysis outputs so other core flows can consume KB and agent outputs.",Active,High,"9",8,false,"",2026-03-19 15:20:01.682,2026-03-19 15:20:01.682,9066,"85d124a52674d4802c8aac1b25958553",OneDrive connector file ingest into KB,,High,"8",8,0,"Implement a OneDrive connector ingest job that, given a stored OneDrive token, lists files in a specified folder, downloads a target file, sends it to POST /oracle/chunking and /oracle/embeddings, and stores document and chunks in KB. Verify by ingesting a single file and checking kb_documents and kb_chunks rows plus embeddings present.",Deliver a working OneDrive -> KB ingest path for a single folder/file so customers can authorize and see their file content in the KB today.,"[""Read encrypted OneDrive token from tokens table and decrypt for API use"", ""Call Microsoft Graph to list files in a configured folder and download one file (e.g., docx or txt)"", ""Create kb_documents row for file metadata, call POST /oracle/chunking with store=true to create chunks, then call POST /oracle/embeddings for newly created chunks"", ""Verify by checking kb_documents entry and that kb_chunks for that document have non-null embeddings and parent-child relationships where appropriate""]",true,Not Started,2026-03-19 15:55:29.570,,2026-03-19 15:55:29.570,"",,,,"onedrive, ingest, connectors, chunking, embeddings, KB",,,,,"9062: Document chunking pipeline endpoint live, 9063: Embedding generation pipeline and storage live, 9060: KB database schema with pgvector columns live, 9065: OneDrive OAuth flow with encrypted token storage, 9061: Parent-child chunk storage API and relationships live"
"268b5df9d304322d31c22e45393c0010",Oracle Backend Integration,"Implement The Oracle as an integrated module inside Core API: KB tables and chunking, parent-child chunk storage with pgvector columns, connectors (OneDrive, Google Drive/Calendar, GitHub/Bitbucket/GitLab, Azure Blob), RAG retriever and responder, charter and repo analysis skills, and connector OAuth flows with encrypted token storage. Provide Oracle routers, chunking/embedding pipeline, and repo analysis outputs so other core flows can consume KB and agent outputs.",Active,High,"9",8,false,"",2026-03-19 15:20:01.682,2026-03-19 15:20:01.682,9067,e379f23c12fc02998c5c14243b16c1a4,Google Drive OAuth flow with encrypted token storage,,High,"7",6,0,Implement Google Drive OAuth endpoints GET /connect/googledrive and /connect/googledrive/callback exchanging codes for tokens and storing them encrypted in the token store; verify by authorizing and using the token to call Drive API files.list and receiving a valid response.,Enable Google Drive authorization with encrypted token storage so Drive connector can access files after user consent.,"[""Add /connect/googledrive and /connect/googledrive/callback endpoints to perform OAuth2 flow with Google"", ""Exchange code for access/refresh tokens and encrypt tokens via Core API key store, storing provider='googledrive' in tokens table"", ""Perform a test Drive API files.list call using decrypted token and store a success log entry"", ""Handle refresh token path and persist refresh_token when provided""]",true,Not Started,2026-03-19 15:55:29.582,,2026-03-19 15:55:29.582,"",,,,"google-drive, oauth, encrypted-tokens, connectors",,,,,(none)
"268b5df9d304322d31c22e45393c0010",Oracle Backend Integration,"Implement The Oracle as an integrated module inside Core API: KB tables and chunking, parent-child chunk storage with pgvector columns, connectors (OneDrive, Google Drive/Calendar, GitHub/Bitbucket/GitLab, Azure Blob), RAG retriever and responder, charter and repo analysis skills, and connector OAuth flows with encrypted token storage. Provide Oracle routers, chunking/embedding pipeline, and repo analysis outputs so other core flows can consume KB and agent outputs.",Active,High,"9",8,false,"",2026-03-19 15:20:01.682,2026-03-19 15:20:01.682,9068,"094bca3e6788dc5478ccefc91a63e783",Google Drive and Calendar connector ingest live,,High,"8",8,0,"Implement connector ingest for Google Drive files and Google Calendar events: list top N Drive files and Calendar events, create kb_documents (for files) and kb_documents entries for events (structured), chunk and embed a sample set. Verify by observing inserted kb_documents and kb_chunks for Drive files and structured calendar entries in kb_documents.",Provide immediate Google Drive and Calendar ingestion so users can see both file content and calendar event summaries in the KB.,"[""Decrypt Google token and call Drive API to list top N files and download one text-like file"", ""Create kb_documents row for file metadata and call /oracle/chunking and /oracle/embeddings for the file"", ""Call Google Calendar API to list upcoming events, create structured kb_documents entries for each event, and persist metadata"", ""Verify by confirming kb_documents rows for one Drive file and one Calendar event and that chunks/embeddings exist for the file""]",true,Not Started,2026-03-19 15:55:29.594,,2026-03-19 15:55:29.594,"",,,,"google-drive, google-calendar, ingest, connectors, KB, embeddings",,,,,"9062: Document chunking pipeline endpoint live, 9063: Embedding generation pipeline and storage live, 9067: Google Drive OAuth flow with encrypted token storage, 9060: KB database schema with pgvector columns live, 9061: Parent-child chunk storage API and relationships live"
"268b5df9d304322d31c22e45393c0010",Oracle Backend Integration,"Implement The Oracle as an integrated module inside Core API: KB tables and chunking, parent-child chunk storage with pgvector columns, connectors (OneDrive, Google Drive/Calendar, GitHub/Bitbucket/GitLab, Azure Blob), RAG retriever and responder, charter and repo analysis skills, and connector OAuth flows with encrypted token storage. Provide Oracle routers, chunking/embedding pipeline, and repo analysis outputs so other core flows can consume KB and agent outputs.",Active,High,"9",8,false,"",2026-03-19 15:20:01.682,2026-03-19 15:20:01.682,9069,a4eb77d471c6aea7150f961e71bcf4b0,GitHub OAuth and repo clone ingest into KB,,High,"8",8,0,"Implement GitHub OAuth endpoints and a repo ingest flow: GET /connect/github and callback to obtain tokens (stored encrypted), then clone a single repository (public or authenticated), extract files, create kb_documents per file, chunk and embed them into kb_chunks. Verify by authorizing and ingesting a repo showing kb_documents for repo files and corresponding chunks/embeddings.",Enable GitHub authorization and a single-repo ingest path so code can be indexed into the KB for analysis and retrieval today.,"[""Implement /connect/github and /connect/github/callback to perform OAuth and store encrypted tokens in tokens table"", ""Use token to call GitHub API and/or perform git clone of a configured repo into a temp workspace"", ""Parse repository files (limit to code/text file types), create kb_documents per file, invoke /oracle/chunking and /oracle/embeddings for each"", ""Verify by checking for kb_documents with source='github' and kb_chunks with embeddings for at least one file""]",true,Not Started,2026-03-19 15:55:29.608,,2026-03-19 15:55:29.608,"",,,,"github, oauth, repo-ingest, code, KB, embeddings",,,,,"9062: Document chunking pipeline endpoint live, 9063: Embedding generation pipeline and storage live, 9060: KB database schema with pgvector columns live, 9061: Parent-child chunk storage API and relationships live"
"268b5df9d304322d31c22e45393c0010",Oracle Backend Integration,"Implement The Oracle as an integrated module inside Core API: KB tables and chunking, parent-child chunk storage with pgvector columns, connectors (OneDrive, Google Drive/Calendar, GitHub/Bitbucket/GitLab, Azure Blob), RAG retriever and responder, charter and repo analysis skills, and connector OAuth flows with encrypted token storage. Provide Oracle routers, chunking/embedding pipeline, and repo analysis outputs so other core flows can consume KB and agent outputs.",Active,High,"9",8,false,"",2026-03-19 15:20:01.682,2026-03-19 15:20:01.682,9070,"77477f39d9915e7dfb617d7b9552ad61",Bitbucket and GitLab OAuth and repo ingest live,,Medium-High,"8",8,0,"Implement OAuth endpoints and one-repo ingest for Bitbucket and GitLab: /connect/bitbucket and /connect/gitlab with callbacks that store encrypted tokens, then clone and ingest a single repo from each provider into kb_documents and kb_chunks with embeddings. Verify by successfully authorizing one account per provider and seeing repo files stored in KB.",Provide connector parity for Bitbucket and GitLab with a working repo ingest so customers using these providers can index a repo into the KB immediately.,"[""Add OAuth redirect/callback endpoints for Bitbucket and GitLab and exchange codes for tokens"", ""Encrypt and persist tokens in tokens table with provider tags"", ""Clone one sample repo from each provider, extract text/code files, create kb_documents and call /oracle/chunking and /oracle/embeddings"", ""Verify by confirming at least one kb_document and associated kb_chunks+embeddings for each provider""]",true,Not Started,2026-03-19 15:55:29.620,,2026-03-19 15:55:29.620,"",,,,"bitbucket, gitlab, oauth, repo-ingest, connectors",,,,,"9062: Document chunking pipeline endpoint live, 9063: Embedding generation pipeline and storage live, 9060: KB database schema with pgvector columns live, 9061: Parent-child chunk storage API and relationships live"
"268b5df9d304322d31c22e45393c0010",Oracle Backend Integration,"Implement The Oracle as an integrated module inside Core API: KB tables and chunking, parent-child chunk storage with pgvector columns, connectors (OneDrive, Google Drive/Calendar, GitHub/Bitbucket/GitLab, Azure Blob), RAG retriever and responder, charter and repo analysis skills, and connector OAuth flows with encrypted token storage. Provide Oracle routers, chunking/embedding pipeline, and repo analysis outputs so other core flows can consume KB and agent outputs.",Active,High,"9",8,false,"",2026-03-19 15:20:01.682,2026-03-19 15:20:01.682,9071,be9b98d09c00a1d01767b2cd793bec9a,Azure Blob OAuth flow and blob ingestion live,,Medium-High,"8",8,0,"Implement Azure Blob OAuth (Azure AD) or SAS token exchange endpoints and a sample blob ingestion flow that lists blobs in a configured container, downloads one blob, creates kb_documents, chunks and embeds it. Verify by authorizing and ingesting one blob and checking kb_documents and kb_chunks entries with embeddings.",Deliver Azure Blob connectivity and a working sample ingestion path so customers can store blob content in the KB today.,"[""Implement /connect/azureblob redirect/callback to acquire credentials (service principal or delegated token) and store encrypted credentials"", ""List blobs in a configured container using stored credentials and download one text/blob file"", ""Create kb_documents for the blob, call /oracle/chunking and /oracle/embeddings to persist content and embeddings"", ""Verify by checking the KB for the blob document and non-null kb_chunks.embedding rows""]",true,Not Started,2026-03-19 15:55:29.639,,2026-03-19 15:55:29.639,"",,,,"azure-blob, oauth, sas, ingest, connectors, KB",,,,,"9062: Document chunking pipeline endpoint live, 9063: Embedding generation pipeline and storage live, 9060: KB database schema with pgvector columns live, 9061: Parent-child chunk storage API and relationships live"
